itemID,Item,Quantity,Units,grams,Calories (kCal),Protein(g),Carbohydrates (g),fats (g),fibre,glycemic index,POTASSIUM(mg),SODIUM(mg),PHOSPHOROUS (mg),CALCIUM,IRON,Vitamin A MCG,Vitamin D,Vitamin C,Vitamin E,Vitamin K,THIAMINE Vitamin B1,RIBOFLAVIN Vitamin B2,NIACIN Vitamin B3,vitamin B12,FOLIC ACID VITAMIN B9,MAGNESIUM,ZINC,SELENIUM
373,Gajar Ka Halwa,1,cup,114,134,2,17.5,6.5,1.1,80,221.5,51.5,,8.5,2,,,,,,,,,,,,,
374,Badam Halwa,1,cup,,176,6,20.5,8,2,80,127.9,3.9,89.6,68.7,0.7,,,,,,,,,,,,,
375,Bread Halwa,1,cup,165,134,2,17.5,6.5,0.1,80,239,247,,13,9.2,,,,,,,,,,,,,
376,Moong dal Halwa,1,cup,,212,3.9,27.7,1,2,80,161.8,6.8,74.6,47.1,0.5,,,,,,,,,,,,,
377,Atta Halwa (wheat halwa),1,cup,,134,2,17.5,6.5,1,80,68.2,4.3,76.9,10.4,1.1,,,,,,,,,,,,,
378,Lauki / Doodhi halwa (Bottle Gourd),1,cup,,116,2,12,6.5,2,80,49.2,2.3,90.2,197.6,0.2,,,,,,,,,,,,,
379,Karachi halwa,1,cup,100,134,2,17.5,6.5,1,80,68.2,12.5,,260.7,9.5,,,,,,,,,,,,,
380,Kolhapuri gravy,1,cup,,162.5,2.6,23.4,6.5,1,50,60,89.8,91.9,106.7,1.8,,,,,,,,,,,,,
381,Maharashtrian Kadhi,1,cup,170,216,5,16,3,0.1,50,200,704,,10,4,,,,,,,,,,,,,
382,Banana Baji (raw banana),1,piece,,90,2,10,3,1,50,200,100,,,,,,,,,,,,,,,,
383,Tendli Baat,1,plate,,170,3,31,5,1,70,60,21.6,125.4,91.3,1.8,,,,,,,,,,,,,
384,Garlic palak rice,1,plate,,217.1,3.51,39,6.5,1,70,173.5,32.2,55.2,69.5,1.6,,,1.3,,,,,,,,,,
385,Veg Cutlet,1,piece,53,124,2,21,3,0.5,60,60,370,,2,6,,,,,,,,,,,,,
386,Bread Potato Roll,1,piece,35,93,2,18,1.1,0.5,75,251,131,,5.1,4.4,,,,,,,,,,,,,
387,Bread cutlet,1,piece,,69,1,14,1,0.1,75,30.1,2.1,,5.2,0.1,,,,,,,,,,,,,
388,Corn cutlet,1,piece,,76,1.4,15,1,0.5,55,70,3.2,,21.1,0.2,,,,,,,,,,,,,
389,Cheese Noodle cutlet,1,piece,,98,2,18,3,0.3,50,54,68.7,34.2,36,0.4,,,,,,,,,,,,,
390,Shankarpara,1,piece,,33,0.5,5,1.2,0.1,80,60,19.4,302.9,79.4,3.9,,,,,,,,,,,,,
391,Shankarpali,1,piece,,33,0.5,5,1.2,0.1,80,60,19.4,302.9,79.4,3.9,,,,,,,,,,,,,
392,Chakali,1,piece,,42,0.3,3.5,0.1,2.9,70,4.7,3.4,,6,,,,,,,,,,,,,,
393,Chakkuli,1,piece,,42,0.3,3.5,0.1,2.9,70,4.7,3.4,,6,,,,,,,,,,,,,,
394,Murukku,1,piece,,42,0.3,3.5,0.1,2.9,70,4.7,3.4,,6,,,,,,,,,,,,,,
395,Chakri,1,piece,,42,0.3,3.5,0.1,2.9,70,4.7,3.4,,6,,,,,,,,,,,,,,
396,Chakralu,1,piece,,42,0.3,3.5,0.1,2.9,70,4.7,3.4,,6,,,,,,,,,,,,,,
397,Begun Bhaja,1,piece,,51,1.5,4.6,3,0.3,50,119.5,4.3,31.6,12.6,0.4,,,,,,,,,,,,,
398,Ringan Na Kaap,1,piece,,43,1.5,4.6,3,2.1,50,119.5,4.3,31.6,12.6,0.4,,,,,,,,,,,,,
399,Brinjal fry,1,piece,,43,1.5,4.6,3,2.1,50,119.5,4.3,31.6,12.6,0.4,,,,,,,,,,,,,
400,Badam Milk,1,large cup,200ml,155,6,26,3,0.1,60,70,,98,46,1,,,,,,,,,,,,,
401,Kesar Milk,1,large cup,200ml,155,6,26,3,0.1,60,70,19.3,160.9,219.4,0.6,,,,,,,,,,,,,
402,Coconut Rice,1,cup,163,313,5.1,54,8.4,0.5,70,60,401,,0.8,9.9,,,,,,,,,,,,,
403,Thengai sadam,1,cup,163,313,5.1,54,8.4,0.5,70,60,401,,0.8,9.9,,,,,,,,,,,,,
404,Naariyal chawal,1,cup,163,313,5.1,54,8.4,0.5,70,60,401,,0.8,9.9,,,,,,,,,,,,,
405,Maharashtrian Masala bath,1,plate,,181,4.9,37.1,4.4,1.6,70,60,11.2,104,22.3,0.9,,,,,,,,,,,,,
406,Veg Frankie,1,piece,,267,4.6,36.1,11.9,0.5,60,227.7,48.5,110.6,32.4,1.6,,,,,,,,,,,,,
407,Ragda patties,1,plate,,233,7,40,5,0.5,60,200,16.8,192.1,75.6,5.6,,,,,,,,,,,,,
408,Sheer Khurma,1,large cup,,312,8.3,38.6,16,1,80,172.7,79.1,239,334.1,1.2,,,,,,,,,,,,,
409,firni,1,large cup,250,332,7,48,13,1.3,80,70,115,,32,7,,,,,,,,,,,,,
410,Phirni,1,large cup,250,332,7,48,13,1.3,80,70,115,,32,7,,,,,,,,,,,,,
411,Balushahi,1,piece,32.7,132,1.6,16.4,7,0.1,80,70,,,,,,,,,,,,,,,,,
412,Badusha,1,piece,32.7,132,1.6,16.4,7,0.1,80,70,,,,,,,,,,,,,,,,,
413,Gulab Jamun,1,piece,50,149,1.9,20,7.3,0.1,80,70,44,,7,1,,,,,,,,,,,,,
414,Bharli Vangi,1,piece,,87,1,14,3,0.3,50,50,8.9,120.3,59.4,1.5,,,,,,,,,,,,,
415,Badanekai yennegai,1,piece,,87,1,14,3,0.3,50,50,8.9,120.3,59.4,1.5,,,,,,,,,,,,,
416,Gutti Vankaya,1,piece,,87,1,14,3,0.3,50,50,8.9,120.3,59.4,1.5,,,,,,,,,,,,,
417,Ennai Kathirikkai,1,piece,,87,1,14,3,0.3,50,50,8.9,120.3,59.4,1.5,,,,,,,,,,,,,
418,Bharwan Baingan,1,piece,,87,1,14,3,0.3,50,50,8.9,117.1,35.5,1.1,,,,,,,,,,,,,
419,Palak paneer,1,cup,200,220,8,20,12,0.3,50,300,871,,47,15,,,,,,,,,,,,,
420,Gobi Manchurian,1,plate,68.5,118,1.6,11,8,1.3,55,102.5,326.5,,1.1,3.1,,,,,,,,,,,,,
421,Paneer Kabab,1,plate,178,280,13,12,21,1.2,50,313,1074,,28,6.6,,,,,,,,,,,,,
422,Seek Kabab,1,piece,,54,3,6,2,2,50,100,873,,5.1,20,,,,,,,,,,,,,
423,Lamb Kabab,1,piece,,65,3,6,3,2,50,100,190,,2.4,10,,,,,,,,,,,,,
424,Amla Murabba,1,tbsp (table spoon),,71,0.1,17.4,0.7,,30,49.2,1.1,,10.9,0.3,,,,,,,,,,,,,
425,Pyaas ki Kachori,1,piece,,186,2.8,17.5,11,0.1,40,71.7,4.9,42,17.3,0.8,,,,,,,,,,,,,
426,Dal Baati churma,1,plate,165,250,8,36,8,9.5,80,70,324,,4,23,,,,,,,,,,,,,
427,Mawa Kachori,1,piece,,192,4.3,26,8,0.5,60,63.9,1,83.4,126.5,0.6,,,,,,,,,,,,,
428,Gehun ki Bikaneri Khichdi,1,plate,,165,5.1,25.2,5,0.3,70,70,6.9,117.4,17,1.8,,,,,,,,,,,,,
429,Fada ni Khichdi (broken wheat + moog dal + green peas),1,plate,,239,11.5,41.9,5.5,1,60,70,17.6,,49.4,2.9,,,,,,,,,,,,,
430,Rajasthani Gatte Ka Pulao,per,serving,,290,7.1,42.2,10,0.7,70,70,18.7,137.1,26.7,1.5,,,,,,,,,,,,,
431,Bikaneri Bhujia,1,tbsp (table spoon),,38,1,2.5,0.4,2.6,75,40.2,2.1,11.9,5.9,0.3,,,,,,,,,,,,,
432,Mangodi ki sabzi,1,small cup,100,118,5,20,2.5,2.4,40,120,9.5,65,105,0.1,,,,,,,,,,,,,
433,Pithore Kadhi,1,large cup,,171,8,19,7,0.3,60,251.1,32.9,181.9,171.8,1.5,,,,,,,,,,,,,
434,Ker Sangri,1,cup,,118,5,9,7,1,50,7.5,0.1,0.8,0.9,0.1,,,,,,,,,,,,,
435,Allo + Pete (pumpkin) ka saag,1,cup,,141,2.3,16.5,7,0.3,70,260.7,13.6,55.4,37.3,0.7,,,,,,,,,,,,,
436,Paneer Kofta (kofte) curry,1,cup,,260,10,16,17,0.5,60,70,27.1,350,420.5,1.9,,,,,,,,,,,,,
437,Malai Kofta curry,1,cup,141,260,10,16,17,0.5,70,70,30,100.1,25,6,,,,,,,,,,,,,
438,Masala Mathri,1,piece,,93,1,20,1,7.8,70,33.8,2.4,31.5,6,0.7,,,,,,,,,,,,,
439,Kalmi Kabab,1,piece,50,119,8,6,7,0.1,40,70,,,,,,,,,,,,,,,,,
440,Custard desert,1,bowl,100,116,2,18,4,0.1,50,60,84,,13,1,,,,,,,,,,,,,
441,Nandini Mango Lassi,1,large cup,200 ml,236,4.8,44.6,3,0.1,80,100,,,85.7,,,,,,,,,,,,,,
442,Dum Aloo,1,cup,141,156,1,20,8,0.3,80,200,500,,6,8,,,,,,,,,,,,,
443,Mutton Yakhni pulao,1,plate,100,354,15.7,29.3,19.1,1.8,60,100,43.7,,2.5,9.2,,,,,,,,,,,,,
444,Sarson ka Saag,1,cup,188,200,2.7,12,16,4,60,70,893.3,,8,8,,,,,,,,,,,,,
445,Chole bhature,1,plate,281,511,13,59,27,11,60,70,507,,9.4,21,,,,,,,,,,,,,
446,Carrot parata,1,piece,,136,2.4,14.7,1.1,7.5,55,82.1,9.6,,24.8,1.1,,,,,,,,,,,,,
447,Anjeer halwa,1,cup,,156,1,20,8,1,75,80,5,216.6,242.9,2,,,,,,,,,,,,,
448,Shalgum ki Sabzi (Naveel kosu / Indian Turnip),1,cup,,79,1,12,2,0.5,55,32.3,3.4,5,12.1,0.1,,,,,,,,,,,,,
449,Delhi Petha,1,piece,,74,0.1,18.5,0.1,0.1,80,20,,,,,,,,,,,,,,,,,
450,Malai Kulfi ice cream,1,piece,,161,3.9,9.7,12,0.1,70,170.3,86.6,109.9,81.5,0.3,,,,,,,,,,,,,
451,Bhindi do Pyaza,1,cup,,92,3.6,10.1,4,0.5,50,155,14.2,110.4,148.7,0.5,,,,,,,,,,,,,
452,Layered bread kofta Biryani (punjabi dish),1,plate,,390,7.3,49.7,18,0.5,65,119.3,14.8,146.5,114.9,1.2,,,,,,,,,,,,,
453,Paneer kheer,1,cup,,127,4.4,12,7,0.1,60,100,62.7,32,188,,,,,,,,,,,,,,
454,Lamb Rogan Josh,1,large cup,100,160,8.99,7.3,11,0.5,50,310,312,,,,,,,,,,,,,,,,
455,Amritsari Fish (fried),1,piece,100,208,12,15,11,0.2,45,200,852.51,,145.3,2.9,,,,,,,,,,,,,
456,Vanilla Muffins (Cup Cake),1,piece,,187,3.4,20,10,0.1,80,28.3,81.3,75.6,84.2,0.4,,,,,,,,,,,,,
457,Chocolate Cup Cake,1,cupcake,75,190,3,21,10,0.2,80,203,261,,2,13,,,,,,,,,,,,,
458,Apple + Cinnamons muffins,1,piece,162,244,4.3,30,12,2.5,80,70,427,,8.8,9.3,,,,,,,,,,,,,
459,Oatmeal + banana Muffins,1,medium size,153,241,4,30,12.1,2.5,80,70,599,,11,14,,,,,,,,,,,,,
460,Pistachio Muffins,1,medium size,130,240,4,30,12,2.5,80,70,516,,12,14,,,,,,,,,,,,,
461,Cream Cheese Pumpkin muffins,1,piece,109,280,4.8,30,15,0.3,70,116,213,,5.5,9.4,,,,,,,,,,,,,
462,Cheese Garlic bread,1,piece,53,92,2,12,4,0.6,70,60,355,,9.5,5.5,,,,,,,,,,,,,
463,Carrot Cake,1,piece,100,92,2,12,4,0.6,70,60,567,,17,9,,,,,,,,,,,,,
464,Keema Naan,1,piece,137,256,9,30,11,0.3,50,291,831,,9,22,,,,,,,,,,,,,
465,Lamb Bheja Fry (brain fry),1,cup,148,191,6,8,15,0.1,50,303,198,,1.4,14,,,,,,,,,,,,,
466,Lamb Leg soup,1,large cup,263.5,116,9,11.5,4,0.3,40,200,621,,3.1,11.5,,,,,,,,,,,,,
467,Kharode ka soup,1,large cup,263.5,116,9,11.5,4,0.3,40,200,621,,3.1,11.5,,,,,,,,,,,,,
468,Mutton Paya soup,1,large cup,263.5,116,9,11.5,4,0.3,40,200,621,,3.1,11.5,,,,,,,,,,,,,
469,Rumali Roti,1,roti,60,135,3,24,3,2,70,30,330,,4,10,,,,,,,,,,,,,
470,Murg Malai Kabab,1,piece,202,76,3,7,4,0.9,40,80,222,,2.5,9.6,,,,,,,,,,,,,
471,Creamy Tomato Onion Sabzi,1,cup,,71,1.1,10,3,0.3,50,143.9,13.4,23.7,50.1,0.7,,,,,,,,,,,,,
472,Rajma Kebab,1,piece,,57,1.9,8.3,2,0.2,40,70,1.5,37.3,24.6,0.6,,,,,,,,,,,,,
473,Kadai Tofu,1,cup,,50,2.4,4.7,2.2,0.3,30,134.4,3,46.7,27.4,0.7,,,,,,,,,,,,,
474,Kaju Katli,1,piece,19,92,1.5,12,4.5,0.3,76,56,1.8,,,3,,,,,,,,,,,,,
475,Palak Soup,1,cup,,107,3.5,4.8,7,0.3,40,191.8,49.5,79.5,174.1,1.9,,,,,,,,,,,,,
476,Palak Shorba,1,cup,,107,3.5,4.8,7,0.3,40,191.8,49.5,79.5,174.1,1.9,,,,,,,,,,,,,
477,Punjabi Spinach soup,1,cup,,90,2,4,7,0.3,40,191.8,49.5,79.5,174.1,1.9,,,,,,,,,,,,,
478,Limbu Dhania ka shorba / Soup,1,cup,,60,1,7,3,0.2,40,131.1,13.6,99,41.3,0.8,,,,,,,,,,,,,
479,Khasta Roti,1,piece,,115,2.6,15.7,5,0.3,65,56.3,4.5,,8.8,0.9,,,,,,,,,,,,,
480,gin - 180 ml,1,serving,,428,0.1,107,0.1,0.1,90,60,,,,,,,,,,,,,,,,,
481,gin - 60 ml,1,serving,,142,0.1,35.5,0.1,0.1,90,60,,,,,,,,,,,,,,,,,
482,gin - 30 ml,1,serving,,71,0.1,18,0.1,0.1,90,60,,,,,,,,,,,,,,,,,
483,gin - 90 ml,1,serving,,214,0.1,53.5,0.1,0.1,90,60,,,,,,,,,,,,,,,,,
484,tequila - 180 ml,1,serving,,384,0.1,96,0.1,0.1,90,60,,,,,,,,,,,,,,,,,
485,tequila - 60 ml,1,serving,,128,0.1,32,0.1,0.1,90,60,,,,,,,,,,,,,,,,,
486,tequila - 30,1,serving,,64,0.1,16,0.1,0.1,90,60,,,,,,,,,,,,,,,,,
487,tequila - 90 ml,1,serving,,192,0.1,48,0.1,0.1,90,60,,,,,,,,,,,,,,,,,
488,wine - 180 ml,1,serving,,145,0.1,36,0.1,0.1,90,60,,,,,,,,,,,,,,,,,
489,beer regular - 650 ml,1,serving,,280,0.1,70,0.1,0.1,90,60,,,,,,,,,,,,,,,,,
490,beer regular - 500 ml,1,serving,,218,0.1,54.5,0.1,0.1,90,60,,,,,,,,,,,,,,,,,
491,beer regular - 330 ml,1,serving,,144,0.1,36,0.1,0.1,90,60,,,,,,,,,,,,,,,,,
492,beer strong - 650 ml,1,serving,,442,0.1,110.5,0.1,0.1,90,60,,,,,,,,,,,,,,,,,
493,beer strong - 500 ml,1,serving,,340,0.1,85,0.1,0.1,90,60,,,,,,,,,,,,,,,,,
494,beer strong - 330 ml,1,serving,,224,0.1,56,0.1,0.1,90,60,,,,,,,,,,,,,,,,,
495,Wagharelo Rotla,1,plate,,322,5.8,35.5,17,0.4,65,70,6.3,150.9,29.3,4,,,,,,,,,,,,,
496,Lapsi desert (broken wheat),1,plate,,286,2.7,40.1,13,1,75,70,1.7,81.5,11.3,1.4,,,,,,,,,,,,,
497,Oondhiya Baked,1,cup,,150,2,22,6,0.3,45,75,79.7,263.2,247.8,3.8,,,,,,,,,,,,,
498,Oondhiya fried (Traditional Sabzis),1,cup,,167,2,22,9,0.3,45,75,68.2,256.9,201.5,4.9,,,,,,,,,,,,,
499,Green Moong dal Handvo,1,piece,,83,2,12,3,0.3,65,60,27.3,301.9,69.4,2.9,,,,,,,,,,,,,
500,Mixed Dal Handvo,1,piece,,80,1.5,12,3,0.3,65,272.5,12.7,132.8,56.3,1.2,,,,,,,,,,,,,
501,Komal,1,large cup,200,159,2.2,5.7,13,0.1,45,46.9,9.9,65.5,106.4,0.1,,,,,,,,,,,,,
502,Panha,1,large cup,200,157,0.2,39,0.2,0.2,60,112.3,1.4,7.9,7.2,0.1,,,,,,,,,,,,,
503,Piyush (combination of buttermilk + shrikand),1,large cup,200,234,5.4,27.9,9,0.2,75,113.2,23.9,163.5,264.1,0.3,,,,,,,,,,,,,
504,Ukado (Ajwain + Turmeric Milk),1,large cup,,193,8.6,10,13,0.1,50,180,38,260,420,0.4,,,,,,,,,,,,,
505,Purple Mogri raita,1,cup,,102,2.9,3.4,7,0.7,40,62.6,13.3,,141.8,0.1,,,,,,,,,,,,,
506,coffee,1,cup,150ml,30,0.2,7,0.2,0.1,80,30,,,,,,,,,,,,,,,,,
507,coffee (sugarless),1,cup,150ml,14,0.1,3.5,0.1,0.1,80,30,,,,,,,,,,,,,,,,,
508,chickoo,1,piece,170g,107,0.7,25,1.5,0.8,40,70,,,,,,,,,,,,,,,,,
509,ladies finger baaji,1,cup,100,66,1.4,10,2.6,1.6,32,188,15,17,,,,,,,,,,,,,,,
510,okra baaji,1,cup,100,66,1.4,10,2.6,1.6,32,188,15,17,,,,,,,,,,,,,,,
511,Chocolate ice cream,1,cup,50,115,2,11,7,0.1,55,180,,,,,,,,,,,,,,,,,
512,Butter scotch ice cream,1,cup,50,115,2,11,7,0.1,55,180,,,,,,,,,,,,,,,,,
513,Mint ice cream,1,cup,50,115,2,11,7,0.1,55,180,,,,,,,,,,,,,,,,,
514,Caramel ice cream,1,cup,50,115,2,11,7,0.1,55,180,,,,,,,,,,,,,,,,,
515,Berry ice cream,1,cup,50,115,2,11,7,0.1,55,180,,,,,,,,,,,,,,,,,
516,Pistachio ice cream,1,cup,50,130,3,28,7.5,0.1,55,180,,,,,,,,,,,,,,,,,
517,Coffee ice cream,1,cup,50,130,3,28,7.5,0.1,55,180,,,,,,,,,,,,,,,,,
518,Coconut ice cream,1,cup,50,130,3,28,7.5,0.1,55,180,,,,,,,,,,,,,,,,,
519,pear,1,medium size,50gram,37,1.3,7.2,0.5,,52,60,,,,,,,,,,,,,,,,,
520,peru,1,medium size,50gram,37,1.3,7.2,0.5,,52,60,,,,,,,,,,,,,,,,,
521,amrudh,1,medium size,50gram,37,1.3,7.2,0.5,,52,60,,,,,,,,,,,,,,,,,
522,Mango,1,medium size,,134,1.1,35,0.6,,55,320,,,,,,,,,,,,,,,,,
523,mango shikarni,1,large cup,,202,1.2,52,0.7,2,60,320,,,,,,,,,,,,,,,,,
524,mango seekarne,1,large cup,,202,1.2,52,0.7,2,60,320,,,,,,,,,,,,,,,,,
525,Punjabi Masala Bhawan Karela,per ,serving,,152,1.8,7.5,12,3,55,198.3,6,73.9,40.9,0.8,,,,,,,,,,,,,
526,Kesar Pista Kulfi,1,cup,154,358,8,34,22,2,55,198.3,126,,260,1,,,,,,,,,,,,,
527,Mango Kulfi,1,bar,85,190,5,22,10,1,55,198.3,105,,130,,,,,,,,,,,,,,
528,Beetroot rice,per ,serving,,215,3.2,33.5,7.6,2,80,54.9,21,82.3,14,0.7,,,,,,,,,,,,,
529,Veg +Cheese Omelet,per ,serving,,202,13,3.8,15,0.8,55,76.5,152.9,234.2,142.6,2.1,,,,,,,,,,,,,
530,Makhana ,1,cup,100,350,39,308,7.6,1.5,80,500,,,60,1.4,,,,,,,,,,,,,
531,Khoya Makhana,per ,serving,,298,4.2,8.7,27,0.5,80,125.6,8.5,104,190.7,0.5,,,,,,,,,,,,,
532,Kathal Ki Sabzi ,per ,serving,,164,1.6,25,6.4,2,45,239.6,7.2,37.4,36.6,0.6,,,,,,,,,,,,,
533,Halasu Kayi palye ,per ,serving,,164,1.6,25,6.4,2,45,239.6,7.2,37.4,36.6,0.6,,,,,,,,,,,,,
534,Chakka Kerala,per ,serving,,164,1.6,25,6.4,2,45,239.6,7.2,37.4,36.6,0.6,,,,,,,,,,,,,
535,Panasa (AP),per ,serving,,164,1.6,25,6.4,2,45,239.6,7.2,37.4,36.6,0.6,,,,,,,,,,,,,
536,Pala (TN),per ,serving,,164,1.6,25,6.4,2,45,239.6,7.2,37.4,36.6,0.6,,,,,,,,,,,,,
537,Fanas (MH),per ,serving,,164,1.6,25,6.4,2,45,239.6,7.2,37.4,36.6,0.6,,,,,,,,,,,,,
538,Punjabi Achari Paneer,per ,serving,,381,13.4,12.8,29,0.2,50,96.8,16.8,309,516.1,0.3,,,,,,,,,,,,,
539,Pineapple sheera,per ,serving,,273,2,39.8,12,2,80,26.8,15.3,20.8,9.4,1.1,,,,,,,,,,,,,
540,Dry fruit burfi,per,piece,,177,6,17.2,9,2,80,90,,127.5,239.4,0.4,,,,,,,,,,,,,
541,Bread pakora + aloo stuffing,per,plate,,257,11.3,42,7.7,1,80,363.1,33.9,161.4,31.2,2.7,,,,,,,,,,,,,
542,Kalakand,per,piece,,131,3.8,9.5,8.6,0.3,80,11.7,4.2,86.1,136.8,,,,,,,,,,,,,,
543,Makai Khumb Jalfrazie ,per ,serving,,140,3.3,16.1,7.8,2,68,231.5,85.7,,39.5,1,,,,,,,,,,,,,
544,Punjabi Kamal Kakdi sabzi ,per ,serving,,167,1.2,6.3,15,2,60,161.9,7.3,39.1,39.9,0.6,,,,,,,,,,,,,
545,Indian Fruit chaat,per ,serving,,121,1.2,27.5,4,0.7,50,129.8,40.3,39.4,35.1,1.6,   ,,,,,,,,,,,,
546,Sugar paratha,per,paratha,,178,2.2,28.4,6,0.3,80,56.7,3.6,,8.6,0.9,,,,,,,,,,,,,
547,Hara Nariyal ka shorba / soup,per ,serving,,355,3.5,12.7,32,4,45,259.3,14.2,172,16.7,1.5,,,,,,,,,,,,,
548,Punjabi Black Grape Lassi,per ,serving,,105,3.8,21.5,0.8,0.3,60,259.3,50,46.5,164,0.4,,,,,,,,,,,,,
549,Sukhi Sevaiyan (punjabi tradional desert),per ,serving,,274,3.9,20.7,19,2,80,118.3,2.7,78.6,22.4,1,,,,,,,,,,,,,
550,Broccoli Cheese Paratha,per,paratha,,172,4.7,13.6,11,0.7,60,111.7,112.3,,69.7,1.1,,,,,,,,,,,,,
551,Suran Koftha curry (Yam or Elephant Foot),per ,serving,,223,4.5,36.8,7.8,5.3,55,70,115,,,,,,,,,,,,,,,,
552,Arbi Sarson ,per ,serving,,223,5.4,27.3,9.6,0.8,45,680.4,20.9,205.7,118.2,0.7,,,,,,,,,,,,,
553,Peach Halwa,per ,serving,,224,2.6,32.7,9,0.8,70,317.1,1.4,66.5,96.5,1.7,,,,,,,,,,,,,
554,swanjana ke phool ki Sabji,per ,serving,126,83,3,9,2,4,56,317.1,484,,,,,,,,,,,,,,,,
555,Drumstick flower baaji,per ,serving,126,83,3,9,2,4,56,317.1,484,,,,,,,,,,,,,,,,
556,Moringa flowers baaji,per ,serving,126,83,3,9,4,2,56,317.1,484,,,,,,,,,,,,,,,,
557,Cooked Moringa leaves baaji,1,cup cooked,,84.3,6.7,13.5,3.3,1,56,317.1,,,6,,,,,,,,,,,,,,
558,Drumstick leaves baaji,1,cup cooked,,84.3,6.7,13.5,3.3,1,56,317.1,,,6,,,,,,,,,,,,,,
559,Delhi's Ram Ladoo,per,plate,,96,6.1,16.2,3.2,0.8,80,281.7,16.5,40.9,33.3,1.2,,,,,,,,,,,,,
560,Veg Momos steamed,per,momos,,60,2.4,12.6,2.1,0.1,60,28,1.5,23.1,5.4,0.3,,,,,,,,,,,,,
561,Veg Fried Momos,per,momos,38,64.22,2.07,7.28,3,0.4,60,28,,,,,,,,,,,,,,,,,
562,Chicken steamed momos,1,piece,,78,5.25,9.3,2.02,0.4,60,28,18,,,,,,,,,,,,,,,,
563,Hakka Noodles,1,cup,200,212,9.2,26,8.6,2.9,60,303,1351,,12,8,,,,,,,,,,,,,
564,Soda water,1,glass,120,1,0.1,0.1,0.1,0.1,1,2.4,15.5,,3,,,,,,,,,,,,,,
565,Garlic Cheese naan,per naan,,,165,6.2,19.4,7,0.4,60,59,204.5,134.3,121.7,1.2,,,,,,,,,,,,,
566,Butter Naan,1,piece,97,313,8.7,45,11,2,60,114,464,,8,16,,,,,,,,,,,,,
567,Coriander Rice,per,serving,,302,4.9,52.7,8,1,68,93,10.7,117.4,31,0.7,,,,,,,,,,,,,
568,Onion Tart,per,serving,,155.3,2.7,5.2,7.5,1.8,55,140.4,6.4,,,,,,,,,,,,,,,,
569,Lemon Pepper chicken,1,piece,117,228,27,5.3,11,1.9,55,328,129,,3.6,8.7,,,,,,,,,,,,,
570,Siddu Himachali ,1,piece,50,123.5,3.94,12.48,6.51,1.57,50,30,,,,,,,,,,,,,,,,,
571,Sel roti sikkim,1,piece,32,123,0.6,12,8.4,0.1,66,9,0.3,,,1,,,,,,,,,,,,,
572,Gundruk & Sinki Soup ,1,katori,150,90,4.47,11,3.06,1.1,55,80,,,,,,,,,,,,,,,,,
573,Kinema curry ,1,katori,150,276,26.3,17.71,11.2,1.16,50,70,,,,,,0.6,,,,,,,,,,,
574,Chhurpi soup ,1,katori,150,399,52.3,16.48,13.79,1.3,50,70,,,,,,,,,,,,,,,,,
575,Litti chokha (bihari dish),1,piece,105,144,5.2,25,4.2,3.5,55,289,132,,2,8,,,,,,,,,,,,,
576,Sattu bihari  drink,1,glass,250,52.5,3.15,8.09,1.1,0.22,60,70,,,,,,,,,,,,,,,,,
577,Calcutta  Ghungi,1,piece,,145,8.2,24.7,2.2,1.5,50,332.6,11.4,129.8,45.9,3,,,,,,,,,,,,,
578,Chestnut burfi,1,cup,100,131,2,28,,1.4,80,715,27,,,,,,,,,,,,,,,,
579,Puttu (brown rice),1,piece,175,322,9.1,66.5,8,2,80,50,115,,2,20,,,,,,,,,,,,,
580,Banana Chips,1,packet,100,89,1.1,23,2.6,1,80,358,1,,0.4,1.4,,,,,,,,,,,,,
581,Potato Chips,1,packet,28,149,1.8,15,9.5,0.9,80,335,148,,0.5,2,,,,,,,,,,,,,
582,Jackfriut Chips,1,packet,107,124,1.8,24,3.5,1.6,60,467,2.1,,,,,,,,,,,,,,,,
583,Apple juice,1,glass,100,92,0.2,22,0.2,0.2,55,101,4,,,,,,,,,,,,,,,,
584,Mango juice,1,glass,251,128,0.3,33,0.8,0.1,55,60,13,,3.3,5,,,,,,,,,,,,,
585,Kiwi juice,1,glass,248,112,1.3,31,6,0.5,55,438,31,,3.3,2.4,,,,,,,,,,,,,
586,Carrot juice,1,glass,236,94,2.2,22,0.3,1.9,55,689,156,,4.4,6,,,,,,,,,,,,,
587,Beetroot juice,1,glass,350,98,2.8,23,0.3,4.2,80,497,74,,3.5,12,,,,,,,,,,,,,
588,Avacado milk shake,1,glass,519,540,13,23,23,4.7,70,900,123,,34,3.8,,,,,,,,,,,,,
589,Mango milk shake,1,glass,452,515,12,81,17,2.4,60,734,200,,33,2.1,,,,,,,,,,,,,
590,Oreo Milk shake,1,glass,356,652,15,102,22,2.1,60,688,549,,429,9,,,,,,,,,,,,,
591,Strawberry milk shake,1,glass,376,425,13,71,11,1.5,60,684,312,,33,2.3,,,,,,,,,,,,,
592,Cranberry juice  cocktail,1,glass,271,141,0.5,33,0.2,0.9,60,51,5.4,,0.6,0.6,,,,,,,,,,,,,
593,Grape juice,1,glass,253,152,0.9,37,0.3,0.5,60,263,13,,2.1,3.5,,,,,,,,,,,,,
594,Pineapple juice ,1,glass,250,133,0.9,32,0.3,0.5,60,325,5,,2.5,4.3,,,,,,,,,,,,,
